title,description,directions
TITLE: EMPEROR NORTON’S MISTRESS,"DESCRIPTION: 4  Medium Strawberries 
1 1/2  ounce Whiskey (Bourbon) 
 1/2  ounce Vanilla Liqueur","DIRECTIONS: Muddle 3 strawberries in  
mixing glass. Add rest of  
ingredients. Shake with ice  
and strain into  ice- ﬁ lled  old fashioned glass. Garnish with  
a slice of strawberry."
TITLE: DUBLINER,"DESCRIPTION: 2 ounce Whiskey (Irish) 
 1/2  ounce Sweet Vermouth 
 1/2  ounce Grand Marnier","DIRECTIONS: Stir and strain into champagne ﬂ ute. Garnish with a  
ﬂ amed orange twist."
TITLE: THE DUBOUDREAU COCKTAIL,"DESCRIPTION: 2 ounce Whiskey (Straight Rye) 
 3/4  ounce Dubonnet 
 1/4  ounce Fernet Branca","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass. Garnish with a lemon twist."
TITLE: DUFFTOWN FLIP,"DESCRIPTION: 2 ounce Whisky (Single Malt  
Scotch) 
 1/2  ounce Port 
 1/2  ounce Demerara Syrup 
 1/2  ounce Almond Milk","DIRECTIONS: Shake without ice. Then  
shake with ice and strain into  
snifter. Garnish with grated  
nutmeg."
TITLE: EASTER ELCHIES,"DESCRIPTION: 2 ounce Whisky (Single Malt  
Scotch) 
 1/2  ounce Cherry Heering 
 1/2  ounce Punt y Mes","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass. Garnish with a brandied cherry."
TITLE: EVERYBODY’S IRISH COCKTAIL EVERYBODY’S IRISH COCKTAIL,"DESCRIPTION: 1  tsp. Crème de Menthe  
(Green) 
1 tsp. Chartreuse (Green)","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass. Garnish with a green olive."
TITLE: FANCY- FREE COCKTAIL,"DESCRIPTION: 2 ounce Whiskey (Bourbon) 
 1/2  ounce Maraschino Liqueur 
1 dash Angostura Bitters","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass."
TITLE: FANCY WHISKEY,"DESCRIPTION: 2 ounce Whiskey (Bourbon or  
Rye) 
1 dash Bitters 
 1/4  tsp. Triple Sec","DIRECTIONS: (or Simple Syrup) 
Shake with ice and strain  
into chilled cocktail glass.  
Add a twist of lemon peel."
TITLE: THE FINAL WARD,"DESCRIPTION: 1 ounce Whiskey (Straight Rye) 
1 ounce Maraschino Liqueur 
1 ounce Green Chartreuse","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: FLYING SCOTCHMAN,"DESCRIPTION: 1 ounce Sweet Vermouth 
1 ounce Whisky (Scotch) 
1 dash Bitters","DIRECTIONS: (or Simple Syrup) 
Stir with ice and strain into  
chilled cocktail glass."
TITLE: FOX RIVER COCKTAIL,"DESCRIPTION: 1 tbsp. Crème de Cacao  
(Brown) 
2 ounce Whiskey (Bourbon or  
Rye)","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass."
TITLE: FRANCIS THE MULE,"DESCRIPTION: 2 ounce Whiskey (Bourbon) 
 1/4  ounce Orgeat Syrup 
 1/2  ounce Lemon Juice 
 1/2  ounce Coffee Liqueur","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass.  
Garnish with a lemon twist."
TITLE: FRATELLI COCKTAIL,"DESCRIPTION: 2 ounce Whiskey (Straight Rye) 
 1/2  ounce Sweet Vermouth 
 1/2  ounce Yellow Chartreuse","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass."
TITLE: FOR DIVORCE 181  FRISCO SOUR,"DESCRIPTION: 3/4  ounce Lemon Juice 
 1/2  ounce Lime Juice 
 1/2  ounce Bénédictine","DIRECTIONS: Rye) 
Shake with ice and strain  
into chilled sour glass. Garnish with slices of lemon and  
lime."
TITLE: GENTLEMAN’S COCKTAIL,"DESCRIPTION: 1 1/2  ounce Whiskey (Bourbon) 
 1/2  ounce Brandy","DIRECTIONS: Club Soda 
Pour bourbon, brandy, and  
crème de menthe into  ice ﬁ lled highball glass. Add  
club soda and garnish with a  
twist of lemon peel."
TITLE: GILCHRIST,"DESCRIPTION: 1 1/4  ounce Whisky (Blended  
Scotch) 
 3/4  ounce Pear Brandy 
 3/4  ounce Grapefruit Juice 
 1/2  ounce Amaro","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass.  
Garnish with a lemon twist."
TITLE: GODFATHER,DESCRIPTION: 1 1/2  ounce Whisky (Scotch),DIRECTIONS: Combine in  ice- ﬁ lled  old fashioned glass.
TITLE: GOLDRUSH,"DESCRIPTION: 2 ounce Whiskey (Bourbon) 
 3/4  ounce Lemon Juice",DIRECTIONS: Shake and strain into  ice ﬁ lled old-fashioned glass.
TITLE: GRANDFATHER,"DESCRIPTION: 1 ounce Whiskey (Bourbon) 
1 ounce Applejack 
1 ounce Sweet Vermouth 
1 dash Angostura Bitters","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass. Garnish with a cherry."
TITLE: GREENPOINT,"DESCRIPTION: 2 ounce Whiskey (Straight Rye) 
 1/2  ounce Yellow Chartreuse 
 1/2  ounce Sweet Vermouth 
1 dash Angostura Bitters","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass. Garnish with a lemon twist."
TITLE: GROUNDS FOR DIVORCE,"DESCRIPTION: 1 1/2  ounce Whiskey (Straight  
Rye) 
 3/4  ounce Kirschwasser 
 1/4  ounce Cynar","DIRECTIONS: Stir and strain into chilled  
cocktail glass. Garnish with  
an orange twist."
TITLE: HARVEST MOON,"DESCRIPTION: 1 1/2  ounce Whiskey (Straight  
Rye) 
1 ounce Lillet Blanc 
 1/2  ounce Apple Brandy 
 1/4  ounce Green Chartreuse","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass. Garnish with an orange twist."
TITLE: HEATHER BLUSH,"DESCRIPTION: 1 ounce Whisky (Scotch) 
1 ounce Strawberry Liqueur","DIRECTIONS: Pour Scotch and liqueur into  
champagne ﬂ ute. Top with  
sparkling wine. Garnish with  
a strawberry."
TITLE: HEAVENLY DRAM,"DESCRIPTION: 2 ounce Whisky (Single Malt  
Scotch) 
 1/2  ounce Pedro Ximenez Sherry 
 3/4  ounce Lemon Juice","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass.  
Garnish with a lemon twist."
TITLE: HEBRIDES,"DESCRIPTION: 1 1/2  ounce Whisky (Single Malt  
Scotch) 
 1/2  ounce Maraschino Liqueur 
 1/2  ounce Triple Sec 
2 ounce Apple Juice 
 1/2  ounce Lemon Juice","DIRECTIONS: Build in  ice- ﬁ lled Collins  
glass."
TITLE: HIGH COTTON,"DESCRIPTION: 2 ounce Whiskey (Straight Rye) 
 1/2  ounce Pimm’s #1 Cup 
 1/2  ounce Dubonnet Rouge","DIRECTIONS: Stir and strain into chilled  
cocktail glass. Garnish with a  
lemon twist and a mint leaf."
TITLE: HIGHLAND COOLER,"DESCRIPTION: 1/2  tsp. Superﬁ ne Sugar  
(or Simple Syrup) 
2 ounce Club Soda","DIRECTIONS: Club Soda or Ginger Ale 
Combine sugar/syrup and  
soda in Collins glass; stir.  
Add ice cubes and Scotch.  
Fill with soda and stir again.  
Insert a spiral of orange or  
lemon peel (or both) and  
dangle end over rim of glass."
TITLE: HIGHLAND FLING COCKTAIL,"DESCRIPTION: 3/4  ounce Sweet Vermouth 
1 1/2  ounce Whisky (Scotch)","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass. Garnish with an olive."
TITLE: HOLE- IN- ONE,"DESCRIPTION: 1 3/4  ounce Whisky (Scotch) 
 3/4  ounce Vermouth 
 1/4  tsp. Lemon Juice","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: COCKTAIL 183  HOOT MON COCKTAIL,"DESCRIPTION: 3/4  ounce Sweet Vermouth 
1 1/2  ounce Whisky (Scotch)","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass. Twist  
a lemon peel and drop into  
glass."
TITLE: HOTEL D’ALSACE,"DESCRIPTION: 1 sprig Rosemary 
2 ounce Whiskey (Irish) 
 1/³ ounce Bénédictine","DIRECTIONS: Muddle nettles from  half sprig of rosemary. Add rest  
of ingredients. Stir with ice  
and strain into  ice- ﬁ lled  old fashioned glass. Garnish with  
a  half- sprig of rosemary."
TITLE: HOT TODDY,"DESCRIPTION: 12 ounce Water, boiling 
 1/2  ounce Honey","DIRECTIONS: Preheat an Irish coffee glass  
with half the boiling water;  
then discard. Pour honey  
and bourbon into glass and  
top with remaining water.  
Garnish with a large,  clove studded lemon twist."
TITLE: I.A.P.,"DESCRIPTION: 2 ounce Whiskey (Tennessee) 
 1/4  ounce Fernet Branca","DIRECTIONS: Build in  ice- ﬁ lled Collins  
glass."
TITLE: IMPERIAL FIZZ,"DESCRIPTION: 1 ounce Lemon Juice 
 1/2  ounce Light Rum 
1 1/2  ounce Whiskey (Bourbon  
or Rye)","DIRECTIONS: (or Simple Syrup) 
Club Soda 
Shake ﬁ rst four ingredients with ice and strain into  
highball glass. Add two ice  
cubes. Fill with club soda  
and stir."
TITLE: IRISH RICKEY,DESCRIPTION: 1/2  ounce Lime Juice,"DIRECTIONS: Club Soda 
Pour lime juice and whiskey into  ice- ﬁ lled highball  
glass. Fill with club soda and  
stir. Garnish with a wedge  
of lime."
TITLE: IRISH SHILLELAGH,"DESCRIPTION: 1 ounce Lemon Juice 
1 tsp. Superﬁ ne Sugar  
(or Simple Syrup) 
1 1/2  ounce Whiskey (Irish) 
1 tbsp. Sloe Gin","DIRECTIONS: Shake with ice and strain  
into Irish coffee glass. Garnish with fresh raspberries,  
strawberries, a maraschino  
cherry, and two peach slices."
TITLE: IRISH WHISKEY,"DESCRIPTION: 1/2  tsp. Triple Sec 
 1/2  tsp. Anisette 
 1/4  tsp. Maraschino Liqueur 
1 dash Bitters","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass. Garnish with an olive."
TITLE: JITTERBUG SOUR,"DESCRIPTION: 2 ounce Whiskey (Rye) 
 1/2  ounce Bénédictine 
 1/2  ounce  Honey Syrup 
 3/4  ounce Lemon Juice 
1 Egg White","DIRECTIONS: Shake ﬁ rst ﬁ ve ingredients  
and strain into cocktail glass.  
Add dash of angostura and  
a lemon twist."
TITLE: JOCOSE JULEP,"DESCRIPTION: 2 1/2  ounce Whiskey (Bourbon) 
 1/2  ounce Crème de Menthe  
(Green) 
1 ounce Lime Juice 
1 tsp. Sugar","DIRECTIONS: Club Soda 
Combine all ingredients  
except club soda in blender  
without ice until smooth.  
Pour into  ice- ﬁ lled Collins  
glass. Fill with club soda and  
stir. Garnish with a sprig of  
mint."
TITLE: ON THE LIPS 185  JOHN COLLINS,"DESCRIPTION: 1 ounce Lemon Juice 
1 tsp. Superﬁ ne Sugar  
(or Simple Syrup)","DIRECTIONS: Club Soda 
Shake ﬁ rst three ingredients  
with ice and strain into Collins glass. Add several cubes  
of ice, ﬁ ll with club soda,  
and stir. Garnish with slices  
of orange and lemon, and  
a maraschino cherry. Serve  
with straws."
TITLE: KEEGAN,"DESCRIPTION: 1 ounce Whiskey (Bourbon) 
 3/4  ounce Aperol 
 1/2  ounce Yellow Chartreuse","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: KENTUCKY BLIZZARD,"DESCRIPTION: 1 1/2  ounce Whiskey (Bourbon) 
1 1/2  ounce Cranberry Juice 
 1/2  ounce Lime Juice 
 1/2  ounce Grenadine","DIRECTIONS: Shake all ingredients with  
ice. Strain into chilled cocktail glass or over fresh ice in  
 old- fashioned glass. Garnish  
with a  half- slice of orange."
TITLE: KENTUCKY COCKTAIL,DESCRIPTION: 1/4  ounce Pineapple Juice,"DIRECTIONS: Reserve Bourbon Whiskey 
Shake with ice and strain  
into chilled cocktail glass."
TITLE: KENTUCKY COLONEL COCKTAIL,DESCRIPTION: 1/2  ounce Bénédictine,"DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass. Add a  
twist of lemon peel."
TITLE: THE KENTUCKY LONGSHOT,"DESCRIPTION: 2 ounce Whiskey (Bourbon) 
 1/2  ounce Ginger Liqueur 
 1/2  ounce  Peach- ﬂ avored Brandy 
1 dash Angostura Bitters","DIRECTIONS: Stir and strain into chilled  
cocktail glass. Garnish with  
candied ginger—if using  
long strips hang over the lip  
of the glass; smaller pieces  
can be dropped into the  
drink."
TITLE: KING COLE COCKTAIL,"DESCRIPTION: 1 slice Orange 
1 slice Pineapple 
 1/2  tsp. Superﬁ ne Sugar  
(or Simple Syrup)","DIRECTIONS: Muddle ﬁ rst three ingredients well in  old- fashioned  
glass. Add whiskey and 2 ice  
cubes and stir."
TITLE: KISS ON THE LIPS,DESCRIPTION: 2 ounce Whiskey (Bourbon),"DIRECTIONS: Pour into  ice- ﬁ lled Collins  
glass and stir. Serve with a  
straw."
TITLE: KLONDIKE COOLER,"DESCRIPTION: 1/2  tsp. Superﬁ ne Sugar  
(or Simple Syrup) 
2 ounce Club Soda","DIRECTIONS: Club Soda or Ginger Ale 
Mix sugar/syrup and club  
soda in Collins glass. Fill  
glass with ice and add whiskey. Fill with club soda or  
ginger ale and stir again.  
Insert a spiral of orange or  
lemon peel (or both) and  
dangle end over rim of glass."
TITLE: LADIES’ COCKTAIL,"DESCRIPTION: 1 3/4  ounce Whiskey (Bourbon) 
 1/2  tsp. Anisette","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass. Serve  
with a pineapple stick on top."
TITLE: LA TAVOLA ROTONDA,"DESCRIPTION: 2 ounce Whiskey (Bourbon) 
1 ounce Pineapple Juice 
 1/2  ounce Campari 
 1/2  ounce Amaro 
 1/2  ounce Maraschino Liqueur","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass.  
Garnish with a cherry."
TITLE: LAWHILL COCKTAIL,"DESCRIPTION: 3/4  ounce Dry Vermouth 
1 1/2  ounce Whiskey (Rye) 
 1/4  tsp. Anisette 
 1/4  tsp. Maraschino Liqueur","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass."
TITLE: LIBERAL,"DESCRIPTION: 1 1/2  ounce Whiskey (Rye) 
 1/2  ounce Sweet Vermouth 
 1/4  ounce Amer Picon","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass. Garnish with an orange twist."
TITLE: LIMESTONE COCKTAIL,"DESCRIPTION: 1 1/2  ounce Whiskey (Bourbon) 
1 ounce Lemon Juice","DIRECTIONS: (or Simple Syrup) 
Club Soda 
Stir ﬁ rst three ingredients in  
 ice- ﬁ lled highball glass. Fill  
with club soda; stir again."
TITLE: LINSTEAD COCKTAIL,"DESCRIPTION: 1 ounce Whiskey (Bourbon) 
1 ounce Pineapple Juice 
 1/2  tsp. Superﬁ ne Sugar  
(or Simple Syrup) 
 1/4  tsp. Anisette","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: LOUISVILLE COOLER,"DESCRIPTION: 1 1/2  ounce 1792 Ridgemont  
Reserve Bourbon Whiskey 
1 ounce Orange Juice 
1 tbsp. Lime Juice","DIRECTIONS: (or Simple Syrup) 
Shake all ingredients with  
ice. Strain into  old- fashioned  
glass over fresh ice. Garnish  
with a  half- slice of orange."
TITLE: LOUISVILLE LADY,"DESCRIPTION: 1 ounce Whiskey (Bourbon) 
 3/4  ounce Crème de Cacao  
(White)","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: MAGNOLIA MAIDEN,"DESCRIPTION: 1 1/4  ounce Whiskey (Bourbon) 
1 1/4  ounce Mandarine Napoléon 
1 splash Superﬁ ne Sugar  
(or Simple Syrup)","DIRECTIONS: Shake bourbon, Mandarine  
Napoléon, and sugar/syrup  
with ice. Strain into  ice- ﬁ lled  
 old- fashioned glass. Top  
with club soda."
TITLE: MAMIE GILROY,DESCRIPTION: 1/2  ounce Lime Juice,"DIRECTIONS: Ginger Ale 
Combine in  ice- ﬁ lled Collins  
glass and stir."
TITLE: MANHASSET,"DESCRIPTION: 1 1/2  ounce Whiskey (Bourbon) 
1 1/2  tsp. Dry Vermouth 
1 1/2  tsp. Sweet Vermouth","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass. 
Quality, Not Quantity 
There is no substitute for quality. Just as you can’t  
build a Ferrari out of Ford parts, you only get out  
of a cocktail what you put into it. 
—TONY ABOU GANIM (a.k.a. The Modern Mixologist),  
host of the Fine Living Network’s  
Raising the Bar: America’s Best Bar Chefs"
TITLE: MANHATTAN,"DESCRIPTION: 2 ounce Whiskey (Rye or  
Bourbon) 
 1/2  ounce Sweet Vermouth","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass. Garnish with a maraschino  
cherry."
TITLE: MANHATTAN (DRY),"DESCRIPTION: 2 ounce Whiskey (Rye or  
Bourbon) 
 1/2  ounce Dry Vermouth 
1 dash Angostura Bitters 
Stir with ice and strain into  
chilled cocktail glass. Garnish with an olive. 
 McCOY 
1 1/2  ounce Whiskey (Irish) 
 1/2  ounce Dry Sherry 
 1/4  ounce Tuaca","DIRECTIONS: Stir and strain into champagne ﬂ ute; garnish with an  
orange twist."
TITLE: MIAMI BEACH COCKTAIL,"DESCRIPTION: 3/4  ounce Whisky (Scotch) 
 3/4  ounce Dry Vermouth","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: MINT JULEP,"DESCRIPTION: 4 sprigs Mint 
1 tsp. Superﬁ ne Sugar  
(or Simple Syrup) 
2 tsps. Water","DIRECTIONS: In silver julep cup, silver  
mug, or Collins glass, muddle mint leaves, sugar/syrup,  
and water. Fill glass or mug  
with shaved or crushed ice  
and add bourbon. Top with  
more ice and garnish with a  
mint sprig and straws."
TITLE: MINT JULEP (SOUTHERN STYLE),"DESCRIPTION: 1 tsp. Superﬁ ne Sugar  
(or Simple Syrup) 
2 tsps. Water","DIRECTIONS: In silver mug or Collins glass,  
dissolve sugar/syrup with  
water. Fill with ﬁ nely shaved  
ice and add bourbon. Stir  
until glass is heavily frosted,  
adding more ice if necessary. (Do not hold glass with  
hand while stirring.) Garnish with 5–6 sprigs of fresh  
mint so that the tops are  
about 2 inches above rim  
of glass. Use short straws  
so that it will be necessary  
to bury nose in mint, which  
is intended for scent rather  
than taste."
TITLE: YORK FLIP 189  NEVINS,"DESCRIPTION: 1 1/2  ounce Whiskey (Bourbon) 
1 1/2  tsps.  Apricot- ﬂ avored  
Brandy 
1 tbsp. Grapefruit Juice 
1 1/2  tsps. Lemon Juice","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: NEW YORK COCKTAIL (AKA NEW YORKER),"DESCRIPTION: 1 ounce Lime Juice (or 2 ounce  
Lemon Juice) 
1 tsp. Superﬁ ne Sugar  
(or Simple Syrup) 
1 1/2  ounce Whiskey (Rye)","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass.  
Garnish with a twist of lemon  
peel."
TITLE: NEW YORK FLIP,"DESCRIPTION: 2 ounce Whiskey (Rye) 
 3/4  ounce Port 
 3/4  ounce Demerara Syrup 
1 ounce Heavy Cream","DIRECTIONS: Shake and strain into champagne ﬂ ute. Garnish with  
 fresh- grated nutmeg on top."
TITLE: MODERN COCKTAIL,"DESCRIPTION: 1 1/2  ounce Whisky (Scotch) 
 1/2  tsp. Lemon Juice 
 1/4  tsp. Anisette 
 1/2  tsp. Jamaican Rum","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass.  
Garnish with a maraschino  
cherry."
TITLE: MONTANA STUMP PULLER,DESCRIPTION: 2 ounce Whisky (Canadian),"DIRECTIONS: (White) 
Stir with ice and strain into  
shot glass."
TITLE: MONTE CARLO,"DESCRIPTION: 2 ounce Whiskey (Rye) 
 1/2  ounce Bénédictine","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass."
TITLE: MOTO GUZZI,DESCRIPTION: 1 ounce Whiskey (Bourbon),"DIRECTIONS: Stir with ice and strain into  
chilled  old- fashioned glass."
TITLE: NARRAGANSETT,"DESCRIPTION: 1 1/2  ounce Whiskey (Bourbon) 
1 ounce Sweet Vermouth","DIRECTIONS: Stir in  ice- ﬁ lled  old fashioned glass. Garnish with  
a twist of lemon peel."
TITLE: NEW YORK SOUR,"DESCRIPTION: 1 ounce Lemon Juice 
1 tsp. Superﬁ ne Sugar  
(or Simple Syrup)","DIRECTIONS: Bourbon) 
Red Wine 
Shake ﬁ rst three ingredients with ice and strain into  
chilled sour glass, leaving  
about  1/2  inch of space. Float  
red wine on top. Garnish  
with a  half- slice of lemon  
and a maraschino cherry."
TITLE: NUTCRACKER,"DESCRIPTION: 2 ounce Whiskey (Bourbon) 
 1/2  ounce Frangelico 
 1/2  ounce Amaretto 
 1/2  ounce Orgeat Syrup 
 3/4  ounce Lemon Juice","DIRECTIONS: Shake without ice. Then  
shake with ice and strain  
into  ice- ﬁ lled  old- fashioned  
glass. Garnish with grated  
nutmeg."
TITLE: OLD BAY RIDGE,"DESCRIPTION: 1 ounce Whiskey (Straight Rye) 
1 ounce Aquavit 
 1/2  ounce Demerara Syrup","DIRECTIONS: Stir with ice and strain into  
chilled  old- fashioned glass.  
Garnish with a lemon twist."
TITLE: OLD- FASHIONED COCKTAIL,"DESCRIPTION: 1 cube Sugar 
1 dash Bitters 
1 tsp. Water","DIRECTIONS: Bourbon) 
In  old- fashioned glass, muddle sugar cube, bitters, and  
water. Add whiskey and stir.  
Add a twist of lemon peel  
and ice cubes. Garnish with  
a slice of orange and a maraschino cherry. Serve with a  
swizzle stick."
TITLE: OLD PAL COCKTAIL,"DESCRIPTION: 1/2  ounce Grenadine 
 1/2  ounce Sweet Vermouth","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass."
TITLE: OPENING COCKTAIL,"DESCRIPTION: 1/2  ounce Grenadine 
 1/2  ounce Sweet Vermouth","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass."
TITLE: ORIENTAL COCKTAIL,"DESCRIPTION: 1 ounce Whiskey (Rye) 
 1/2  ounce Sweet Vermouth 
 1/2  ounce Triple Sec","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: HOOK 191  PADDY COCKTAIL,"DESCRIPTION: 1 1/2  ounce Whiskey (Irish) 
1 1/2  ounce Sweet Vermouth","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass."
TITLE: PALMER COCKTAIL,"DESCRIPTION: 2 ounce Whiskey (Rye) 
1 dash Bitters","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass."
TITLE: PENDENNIS TODDY,"DESCRIPTION: 1 cube Sugar 
1 tsp. Water","DIRECTIONS: Muddle cube of sugar with  
water in sour glass. Fill with  
ice, add bourbon, and stir.  
Garnish with two slices of  
lemon."
TITLE: PENICILLIN,"DESCRIPTION: 1 3/4  ounce Whisky (Blended  
Scotch) 
 3/4  ounce Lemon Juice 
³⁄8 ounce Honey Syrup 
³⁄8 ounce Ginger Liqueur","DIRECTIONS: Malt Scotch) 
Shake ﬁ rst four ingredients  
with ice and strain into  ice ﬁ lled  old- fashioned glass.  
Float Scotch on top and garnish with a lemon wheel."
TITLE: PLUMMED AWAY,"DESCRIPTION: 3/4  ounce Whiskey (Irish) 
 3/4  ounce Plum Wine 
1 1/2  ounce Apple Juice 
 1/2  ounce Lemon Juice","DIRECTIONS: Build in highball glass ﬁ lled  
with ice. Stir, then garnish  
with a lemon twist."
TITLE: PREAKNESS COCKTAIL,"DESCRIPTION: 3/4  ounce Sweet Vermouth 
1 1/2  ounce Whiskey (Rye) 
1 dash Bitters","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass. Garnish with a twist of lemon  
peel."
TITLE: QUEBEC,"DESCRIPTION: 1 1/2  ounce Whisky (Canadian) 
 1/2  ounce Dry Vermouth 
1 1/2  tsps. Amer Picon (or  
Bitters)","DIRECTIONS: Shake with ice and strain  
into chilled,  sugar- rimmed  
cocktail glass."
TITLE: RED HOOK,"DESCRIPTION: 2 ounce Whiskey (Rye) 
 1/4  ounce Maraschino Liqueur","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass. Garnish with a maraschino  
cherry."
TITLE: RED-HOT PASSION RED- HOT PASSION,"DESCRIPTION: 1/2  ounce Whiskey (Bourbon) 
 1/2  ounce Amaretto 
 1/2  ounce Whiskey (Tennessee  
Sour Mash) 
 1/4  ounce Sloe Gin 
1 splash Triple Sec 
1 splash Orange Juice","DIRECTIONS: Pour all ingredients over  
ice into parfait or hurricane  
glass and stir gently. Garnish  
with an orange slice."
TITLE: RED RAIDER,"DESCRIPTION: 1 ounce Whiskey (Bourbon) 
 1/2  ounce Triple Sec 
1 ounce Lemon Juice","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: REMEMBER THE MAINE,"DESCRIPTION: 2 ounce Whiskey (Straight Rye) 
 3/4  ounce Sweet Vermouth 
 1/2  ounce Cherry Heering","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass. Garnish with a lemon twist."
TITLE: ROBERT BURNS,"DESCRIPTION: 1 1/2  ounce Whisky (Scotch) 
 1/2  ounce Sweet Vermouth 
1 dash Orange Bitters","DIRECTIONS: substitute) 
Stir with ice and strain into  
chilled cocktail glass."
TITLE: ROB ROY,DESCRIPTION: 3/4  ounce Sweet Vermouth,"DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass."
TITLE: RORY O’MORE,"DESCRIPTION: 3/4  ounce Sweet Vermouth 
1 1/2  ounce Whiskey (Irish)","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass."
TITLE: RUSTY NAIL,DESCRIPTION: 3/4  ounce Whisky (Scotch),"DIRECTIONS: Serve in  old- fashioned glass  
with ice cubes. Float Drambuie on top."
TITLE: RYE COCKTAIL,"DESCRIPTION: 1 dash Bitters 
1 tsp. Superﬁ ne Sugar  
(or Simple Syrup)","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass.  
Garnish with a maraschino  
cherry."
TITLE: SANTIAGO SCOTCH PLAID,"DESCRIPTION: 1 1/2  ounce Whisky (Scotch) 
 1/2  ounce Dry Vermouth","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass. Garnish with a lemon twist."
TITLE: SAZERAC,"DESCRIPTION: 1/2  tsp. Pernod (or Absinthe  
substitute) 
1 dash Peychaud’s Bitters 
1 cube Sugar (or  1/2  tsp.  
Simple Syrup)","DIRECTIONS: Coat chilled  old- fashioned  
glass with Pernod. Pour  
most of it out, then add bitters. Add sugar cube (or simple syrup) and muddle. Add  
whiskey. Garnish with a twist  
of lemon peel."
TITLE: SCOFFLAW,"DESCRIPTION: 1 ounce Whisky (Canadian) 
1 ounce Dry Vermouth 
 1/4  ounce Lemon Juice 
1 dash Grenadine","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass. Garnish with a lemon wedge."
TITLE: SCOTCH BOUNTY 193  SCOTCH BISHOP  COCKTAIL,"DESCRIPTION: 1 ounce Whisky (Scotch) 
1 tbsp. Orange Juice 
 1/2  ounce Dry Vermouth 
 1/2  tsp. Triple Sec","DIRECTIONS: (or Simple Syrup) 
Shake with ice and strain  
into chilled cocktail glass.  
Garnish with a twist of lemon  
peel."
TITLE: SCOTCH BONNET,"DESCRIPTION: 1 1/4  ounce Whisky (Single Malt  
Scotch) 
 1/4  ounce Dry Vermouth 
 1/4  ounce Aperol","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass. Garnish with a ﬂ amed orange  
twist."
TITLE: SCOTCH BOUNTY,"DESCRIPTION: 1 ounce Whisky (Scotch) 
1 ounce  Coconut- ﬂ avored Rum 
1 ounce Crème de Cacao  
(White) 
 1/2  ounce Grenadine","DIRECTIONS: Shake with ice and pour into  
hurricane or parfait glass.  
Garnish with a pineapple  
wedge and a maraschino  
cherry. Serve with a straw."
TITLE: SCOTCH COBBLER,"DESCRIPTION: 2 ounce Whisky (Scotch) 
4 dashes Curaçao","DIRECTIONS: Combine in  ice- ﬁ lled  old fashioned glass. Garnish  
with a slice of orange and a  
mint sprig."
